1 0.499324 0
2 0.498998 0.000326512
3 0.498486 0.000545565
4 0.499816 0.00138558
5 0.500142 0.00112164
6 0.500093 0.000917118
7 0.499946 0.000788916
8 0.500092 0.000698592
9 0.499809 0.000678044
10 0.499921 0.000616738
11 0.49976 0.000580618
12 0.499735 0.00053061
13 0.499711 0.000488684
14 0.499556 0.000478322
15 0.499654 0.000455895
16 0.500027 0.000566666
17 0.500103 0.000537684
18 0.49992 0.000538805
19 0.499882 0.000511111
20 0.499821 0.000488735
21 0.499893 0.000470542
22 0.499847 0.000451028
23 0.500072 0.000485913
24 0.499912 0.000491662
25 0.49977 0.00049262
26 0.499895 0.000489601
27 0.500078 0.000505427
28 0.500004 0.000492715
29 0.500226 0.000524558
30 0.500169 0.000509858
31 0.500456 0.000570537
32 0.500422 0.000553473
33 0.500494 0.000541268
34 0.500444 0.000527496
35 0.500631 0.000545008
36 0.500684 0.000532304
37 0.500631 0.000520398
38 0.500598 0.000507614
39 0.500562 0.00049567
40 0.500636 0.000488654
41 0.500659 0.000477146
42 0.500625 0.000466844
43 0.500649 0.000456459
44 0.500524 0.000463073
45 0.500585 0.000456732
46 0.500465 0.00046247
47 0.500435 0.000453525
48 0.500365 0.000449485
49 0.500299 0.000445061
50 0.500194 0.000448725
51 0.500184 0.000439937
52 0.500086 0.000442392
53 0.500103 0.000434296
54 0.500091 0.000426349
55 0.500104 0.00041871
56 0.50003 0.000417714
57 0.500037 0.000410384
58 0.500062 0.000403992
59 0.50013 0.000402933
60 0.500165 0.000397701
61 0.500204 0.000393041
62 0.500245 0.000388896
63 0.500276 0.000383872
64 0.500357 0.000386549
65 0.500343 0.000380834
66 0.500345 0.000375023
67 0.500361 0.00036975
68 0.500436 0.000371961
69 0.500495 0.000371142
70 0.500486 0.000365892
71 0.50049 0.000360721
72 0.500504 0.00035595
73 0.500492 0.000351262
74 0.500445 0.0003496
75 0.500436 0.00034503
76 0.500355 0.000349895
77 0.500405 0.000348934
78 0.500439 0.000346047
79 0.500531 0.000353838
80 0.500495 0.000351184
81 0.50047 0.00034773
82 0.500445 0.000344351
83 0.500405 0.000342558
84 0.500375 0.000339818
85 0.50027 0.000351791
86 0.500317 0.00035087
87 0.500308 0.000346935
88 0.50027 0.000345021
89 0.500232 0.000343277
90 0.500253 0.000340124
91 0.500274 0.000337028
92 0.500262 0.000333569
93 0.500251 0.000330144
94 0.500233 0.000327141
95 0.500213 0.000324305
96 0.500267 0.000325459
97 0.500264 0.000322102
98 0.500201 0.000324788
99 0.500164 0.000323686
100 0.500203 0.000322845
